1.14573E+18,2019-07-01 16:39,"@PoliticalBones @pmagn @OntarioNDP @AndreaHorwath @fordnation @ONgov (2/2) had been dropping public money ""down the toilet"" fighting against the federal #CarbonTax (https://t.co/MpBtLANxuX). #cdnpoli #canpoli #onpoli #ontpoli #ClimateChangeIsReal #ThisFordOnlyGoesInReverse #NotMyPremier #NotMyGovernment #Dougfordresign #dougford #dougfordjr",
1.14573E+18,2019-07-01 16:39,"@PoliticalBones @pmagn (1/) I would say that provincial governments that are fighting the federal #CarbonTax are wasting taxpayers money (e.g. https://t.co/eXtFde4PqU).  Late last summer, @OntarioNDP leader @AndreaHorwath claimed, at a rally on the front lawn of #QueensPark, that the @Fordnation @ongov",
1.14573E+18,2019-07-01 16:11,"Freak summer hailstorm buries Mexican city under five feet of ice yesterday.

I can hear @cathmckenna now....
Climate change blah,blah,blah...impose #CarbonTax
yadda, yadda, yadda....
#climatechange @mockennna
#ClimateEmergency
#ClimateBarbie
https://t.co/h20lnVsgWq","Edmonton, Alberta Canada"
1.14572E+18,2019-07-01 15:32,@JoeBiden We Dont Want #YellowVest Protest In The United States.. #ParisAgreement &amp; #CarbonTax Is A Disaster To Working Class Citizens https://t.co/RX9b5V3uLp,"Arlington, VA"
1.14571E+18,2019-07-01 15:19,@jtemple @techreview By shortening its useful economic life. #CarbonTax,"Karlsruhe, Baden-Wurttemberg"
1.14571E+18,2019-07-01 14:53,The Carbon Tax Fails the Public-Choice Test: https://t.co/SpGlAyKRrJ. Analysis by @veroderugy. #carbontax #taxes https://t.co/DjNU6di1vW,"Great Barrington, MA"
1.1457E+18,2019-07-01 14:30,"We at Llewellyn have long liked the idea of a #CarbonTax, with the proceeds rebated to all tax payers. That would discourage #greenhouse gas emission yet leave taxpayers no worse off. But could budget-constrained governments be relied upon to pay the rebate? Probably not. https://t.co/090UEp4kIV",City of London 
1.14569E+18,2019-07-01 13:59,"Yes, our planet's climate is changing rapidly.  #ClimateChangeIsReal #ClimateAction #CarbonTax #RepublicEn https://t.co/Kbg6pXcphE",South Carolina
1.14569E+18,2019-07-01 13:33,Some one show this to @AndrewScheer @fordnation @PremierScottMoe the signs of #climatechange are here now.  Support #CarbonTax to ensure the financial resources are available to help Canadians recover from #ClimateEmergencies https://t.co/MJjkNRRpqZ,
1.14568E+18,2019-07-01 13:05,"Whew... looks like we really dodged that bullet! 
It's all about the #Money #CarbonFootprint #CarbonTax. https://t.co/eeMxsqAENw",United States
1.14567E+18,2019-07-01 12:37,countries actually doubling or tripling the energy produced from coal. #Canada @cathmckenna @JustinTrudeau want #Canadian people and businesses to pay yet we ship tons of coal to China (no #carbontax)? Reality; By 2030 or 2040 or 3000 how likely will it be,"Niagara, Ontario"
1.14567E+18,2019-07-01 12:37,You standing on that stack of Bibles ain't helping you're nose just keeps on growing 1st- if you think #Liberals #carbontax is a better policy or is a part of #Canada's better policy under @cathmckenna to reduce emissions then explain why it is that this https://t.co/wlFfQsr34R,"Niagara, Ontario"
1.14567E+18,2019-07-01 12:34,The facts of carbon taxes - Andrew Lawton with Dr. Ross McKitrick #carbontax #auspol #ausnews  https://t.co/6zvLfIHPOZ, Australia
1.14567E+18,2019-07-01 12:12,"Even a slight carbon tax will hurt everyone in the world for 2 generations
https://t.co/cUD09I8fgv
/#carbontax #globalwarming #tax #taxation #taxevasion #poverty #energy #climatechange #globalwarming",Where the fun and profits are
1.14567E+18,2019-07-01 12:11,"Even a slight carbon tax will hurt everyone in the world for 2 generations
https://t.co/UGhglA6HlJ
#carbontax #globalwarming #tax #taxation #taxevasion #poverty #energy... https://t.co/UGhglA6HlJ",Where the fun and profits are
1.14566E+18,2019-07-01 11:33,@Spotify why you letting #DougFord run his dumb #carbontax advertisements?! Im about to delete this app if I hear one more.,"Toronto, Ontario"
1.14565E+18,2019-07-01 11:24,"@dkegel @KenCaldeira @noahqk @SenWhitehouse As @GibMetcalf suggests in ""Pricing Pollution,"" better to set an emissions target, choose #CarbonTax &amp; rate of increase to meet it, adjust along the way. https://t.co/1Tcv3Pzo0v","Washington, DC"
1.14565E+18,2019-07-01 10:53,"@Logisticsau So ... #ItsHappenedBefore?
#itsWorseThanWeThought.
We need #carbontax to fix this non-problem.","Sydney, Australia"
1.14562E+18,2019-07-01 9:03,"Time for tech-neutral incentives if renewables growth isn't fast enough and won't stop climate change? Stop picking winners, be tech-neutral and focus on taxing the problem: emissions https://t.co/IydjBnBaIX #wind #solar #nuclear #CCS #CO2 #emissions #carbontax #innovation https://t.co/R9iMMvKWYu","Amsterdam, The Netherlands"
1.14561E+18,2019-07-01 8:22,"The Carbon Tax Act aims to reduce the impact of climate change following the ""polluter-must-pay-principle"" by taxing greenhouse gas emissions to promote environmentally sustainable economic growth for South Africa. https://t.co/TzvJ9gxEtT #CarbonTax https://t.co/qSMnl4SRZ2","Johannesburg, South Africa"
1.14559E+18,2019-07-01 7:18,SEARCH '@cathmckenna COMMENT ON 'REPEAT IT LOUD AND ENOUGH IN THE LEGISLATURE AND THEY WILL BELIEVE YOU' .... THIS IS THE MOTTO OF THE #LiberalParty #Liberals #CarbonTax #ClimateEmergency .. LIES #OpenBorder - FLOODING COUNTRY W/MIGRANTS BC WE HAVE NO ONE TO WORK ALL THE JOBS... https://t.co/BqXl8280Li,Alberta
1.14559E+18,2019-07-01 7:12,"Of course international agreement is hard to reach. But the Mercosur deal already forced #Brazil to stick to the #parisclimateagreement. The #EU must push ahead with an EU #carbontax &amp; leverage its international trade bona fides to impose a border adjustment levy.
@SDullien 
/end",Dusseldorf
1.14558E+18,2019-07-01 6:20,"@globalnews Climate models are fudged. Russian models are more accurate. #ClimateScam #TaxScam #TaxGrab #CarbonScam #CarbonTax #TrudeauMustGo #LiberalsMustGo 
https://t.co/CnndJete2p",Alberta. Canada.
1.14558E+18,2019-07-01 6:15,"@cathmckenna Climate models are fudged. Russian models are more accurate. #ClimateScam #TaxScam #TaxGrab #CarbonScam #CarbonTax #TrudeauMustGo #LiberalsMustGo 
https://t.co/CnndJete2p",Alberta. Canada.
1.14558E+18,2019-07-01 6:13,"@cathmckenna Climate models are fudged. Russian models are more accurate. #ClimateScam #TaxScam #TaxGrab #CarbonScam #CarbonTax #TrudeauMustGo #LiberalsMustGo 
https://t.co/CnndJete2p",Alberta. Canada.
1.14557E+18,2019-07-01 5:57,"Climate models are fudged. Russian models are more accurate. #ClimateScam #TaxScam #TaxGrab #CarbonScam #CarbonTax #TrudeauMustGo #LiberalsMustGo 
https://t.co/CnndJete2p",Alberta. Canada.
1.14556E+18,2019-07-01 5:14,"""...More important than jobs, more important than health care, more important than immigration."" // @NikNanos

#CdnPoli #FederalElection #ClimateCrisis #CarbonTax
@CTVNews
https://t.co/62PG8G2fhW","Yellowknife, NT"
1.14556E+18,2019-07-01 5:10,"@cathmckenna You've done nothing but bankrupt 50% of Canadians. 
#LibsAreDone #TrudeauMustGo #CarbonTax https://t.co/UNasI4GHJ3",
1.14556E+18,2019-07-01 5:00,@RadioFreeTony @rgladstone @lamphieryeg @RobertMuir_PEng @bonesean @bankofcanada @TD_Canada @environmentca @CBCNews @CBCToronto @CBCCalgary @TorontoStar @TheTorontoSun @globeandmail @tvo @TheAgenda @globalnews Great investigative work there Tony. We are funded by our member/subscribers - most hard-working individuals who don't want to be crushed by #carbontax that won't do a thing for the planet.  https://t.co/QKIggAqcmL #cdnpoli,
1.14556E+18,2019-07-01 4:58,@cathmckenna @ctsragan  @courtghoward @CAPE_Doctors Maybe you can drizzle maple syrup on the #ClimateAction rebates b/c #CarbonTax is unpopular world-wide. Mostly b/c it makes middle class ppl poor+poor ppl homeless or dead How is that good for your health? https://t.co/QKIggAqcmL  #cdnpoli,
1.14556E+18,2019-07-01 4:56,"@davidmo26019984 @IproudCanadian @macmastermkt @JohnAll63815927 @leighgt @pat69817036 @ITS_LIISA_ @boysha @canada_rj @trishshirlaw @phil_rack @Janie_St_K @nixi_nixon @HaveWeAllGoneM1 @wendyfanning @LDawg05 @Danbalkwill1 @JIsaacsonV2 @imwiththeband9 @bgirl0001 @ErikLuczak @DestinyParadigm @NewImproved9 @Tigergeorgie @anna_938 @big_ross55 @SChad71593015 @FPVaughanIII @greg_scott84 @bornalbertan @AlbertanPatriot @NotMyCanada1957 @BrentDgls @trains72 @SaskLass @jeffg463 @LeoBiblitz @SusanIverach @heathrodgirs @IBAConservative @MarkMe60 @14RickMorrow @Canadian_Chris_ @Canadian_Zero @Deplorable_Moe @9291Motomom @ZackSlater54 @laShawner951 @AndrewScheer has stated the @CPC_HQ will stop the illegal migration by closing the loophole re 3rd country agreement, #carbontax will be removed, &amp; nothing yet re transfer pmts but still early &amp; campaign hasn't actually begun so waiting to see the rest of it. Best plans so far! https://t.co/GWoE2aCxqD",
1.14555E+18,2019-07-01 4:48,"@cathmckenna @AndrewScheer @jkenney @PremierScottMoe @CharterFreedoms @ctsragan How can we have+ational debate on #carbontax and #climate #energy policies when @NEIInvestments is telling major media @RogersMediaPR , Banks+ @BellMediaPR to promo @EcofiscalCanada ? https://t.co/EgqfYa3PfD https://t.co/MF0cNt9pL4",
1.14555E+18,2019-07-01 4:43,@cathmckenna you're gonna find out just how many people want a #CarbonTax in 110 days #ClimateBarbie (hint: not many),"Alberta, Canada"
1.14555E+18,2019-07-01 4:42,"@cathmckenna Millions of dollars later, still not a one doing due diligence in your department, is there? @ctsragan https://t.co/EgqfYa3PfD  #Climatechange is DEAD LAST on list of Cdn priorities. #cdnpoli #carbontax",
1.14555E+18,2019-07-01 4:19,"@cathmckenna So what does your record over the past 4 years show.

1. You brought in the #carbontax.
2. ?????

Other than promises; giving your support or giving announcements on potential items that MAY occur.

You've really done nothing.","Jamestown, Toronto, Ontario "
1.14554E+18,2019-07-01 4:04,"@dkegel @noahqk Glad @KenCaldeira et al. pushed average SCC up. @SenWhitehouse pegged #CarbonTax to official Obama Admin est. of $42/T CO2. Richard Tol (who assumes #GlobalWarming will benefit temperate regions) estimated SCC at $7, pulling down average. All depends on assumptions.","Washington, DC"
1.14554E+18,2019-07-01 3:43,"@CRTGAMER1 @PistolPeteYeet @ABC Can we at least direct *all* the $ from any #CapAndTrade or #CarbonTax to develop #carbon alternatives: #solar, #wind, nuclear #fusion, #ArtificialPhotosynthesis.",Southern Arizona
1.14552E+18,2019-07-01 2:49,"@ec_minister also today in #Brussels

JCVD gets his #CarbonTax invoice https://t.co/hv5W9O1jQv","Alberta, Canada"
1.14552E+18,2019-07-01 2:48,"Climate, it turns out, is one of the things, like weather, that cannot in practice be predicted long-term. Other examples are social, financial and political phenomena. #ClimateBarbie #ClimateScam #TaxScam #TaxGrab #ClimateScam #CarbonTax #TrudeauMustGo  https://t.co/9PMG2xeKGW",Alberta. Canada.
1.14551E+18,2019-07-01 1:39,"@NatCitizens For anyone wondering what will happen to your #Carbontax dollars ....

#CdnPoli",Canada
1.1455E+18,2019-07-01 1:26,@liberal_party Your not kidding ... #Liberal @JustinTrudeau's incompetence comes at a price nobody can afford. #SNCLavalin #ElectionReform #UnBalancedBudget #Debt #Deficits #CarbonTax #Groper #Unaffordable,"Toronto, Canada"
1.1455E+18,2019-07-01 1:16,"Atmosphere Baby
#plasticpollution #climatechange #globalwarming #renewableenergy #airpollution #pollution #politics #fossilfuels #carbontax #vanamerongen https://t.co/Fbvi6eazyi",
1.14549E+18,2019-07-01 0:41,@Vandal7373 @liberal_party Yes they did. And they will give everything away to the UN. #CarbonTax #NeverLiberal,Canada
1.14549E+18,2019-07-01 0:39,"#ClimateBarbie @cathmckenna said the #CarbonTax paid for by  taxpayers would be ""revenue neutral"" ... I guess that's technically true if she just gives it all away to other countries  https://t.co/lUCiYGSY88","Alberta, Canada"
1.14548E+18,2019-06-30 23:55,"#Canada is trying a carbon tax. What lessons are emerging for other nations?
#CarbonTax #CanadaDay #ClimateChange https://t.co/0wIk0uNCHV",Toronto
1.14547E+18,2019-06-30 23:18,"#SavetheWorld Reduce your #consumption of #beef . Tell your politicians you want a #carbontax , #SolarEnergy , and #WindEnergy . Politicians are the people's followers.  They will do what we want. Let them know .",
1.14547E+18,2019-06-30 23:16,"Last Friday, the Netherlands presented the national #climate agreement with measures for 2021-2030. Highlights are #Greenindustry #carbontax #Cleanenergy #Cleanmobility and #CircularAgriculture https://t.co/d6SW4GPTxE","Canberra, Australia"
1.14547E+18,2019-06-30 22:55,I've often wondered how moving #CarbonTax money around a bureaucracy saves the environment... now we know. https://t.co/ZBCgJ7VKbi,"Nanaimo, BC"
1.14546E+18,2019-06-30 22:51,"Just remember, reducing GHG emissions is for the peasants. Rich white guys like me and @JustinTrudeau can afford to keep our carbon footprints. #ClimateEmergency #ClimateCrisis #carbontax #CarbonCredits #weareallgoingtodie #12years #WhitePrivilege https://t.co/wlkyz6XIi6","Province of Leningrad, Russia"
1.14546E+18,2019-06-30 22:38,"@cathmckenna Totaly agree. Tell China, Indonesia, India to get their shit together. Don't tax Canadians for other countries actions. Plus stop shipping coal from Canada to China, and being an enabler. #coal #china #clumatechange #carbontax","White Rock, British Columbia"
1.14546E+18,2019-06-30 22:28,"@NOILaserman @cathmckenna Dear Ms. McKenna: please look up 'climate cyclicity' - if that doesn't change your mind, just repeat it over &amp; over until you believe it, RIGHT? #ClimateChange is a constant. #CarbonTax is a #SCAM. How about reducing toxic #pollution? #ClimateCyclicity #GlobalCooling #GSM",Canada
1.14543E+18,2019-06-30 20:40,"You don't say what it is about #climatechange that's making some people anxious. The people polled also don't seem to realize that #CarbonTax drives the cost of living up. They also seem confused between job being the priority to manage cost of living.   
https://t.co/b3iZiBapo3",
1.14542E+18,2019-06-30 20:06,"""Even with a relatively modest carbon tax, the rise in energy prices is so painful that it swamps the benefits of slower climate change, and this is true for our kids and grandkids"" -acc to a Jeffrey Sachs paper
#carbontax #ClimateAction #ClimateEmergency @AnunaDe @GretaThunberg https://t.co/uA9hrr7P1A",Brussels
1.14542E+18,2019-06-30 19:48,"I pretty sure that's not true, friend. The tax has a rebate that actually pays poor and middle income people more on average then it costs them throughout the year.
#carbontax #CarbonTaxScam #mythbusters https://t.co/BZ4HIbdkjd",Canada
1.14542E+18,2019-06-30 19:47,Unbelievable I don't know why @JustinTrudeau doesn't change the name of the #carbontax to his personal foreign virtue slush fund https://t.co/BwxCIg6nYU,"Toronto, ON, Canada"
1.14542E+18,2019-06-30 19:44,"GIVEN MY RECENT DISCOVERY THAT A PRICE ON CARBON IS A CONSERVATIVE IDEA I WOULD LIKE to DENOUNCE THIS TWEET. #POC, #LGBTQ2 COMMUNITY, and other oppressed peoples, I am deeply sorry for this breach of solidarity. I now support a #carbontax! #cdnpoli #onpoli #Ford https://t.co/rNoFE3kJZp","Toronto, Ontario"
1.14542E+18,2019-06-30 19:40,"Eww Gross, a Price on Carbon is a conservative idea?!? Given their record, I don't think it would be safe for minorities or POC's to adopt this.  The #ClimateEmergency is real, and we don't need a  pro-life ""price on carbon"" we need a #CarbonTax!!!! #cdnpoli #onpoli #dougford https://t.co/HqfVO8glFU","Toronto, Ontario"
1.14541E+18,2019-06-30 19:24,"@cathmckenna CO2 IS NOT POLLUTION !

It is plant food !

#chemtrails are pollution. Why don't we stop spraying the atmosphere with aerosols instead?

#carbontax #clownworld 

Free live stream:
https://t.co/ZGZY04kqar

Once again, Infowars is light years ahead:

https://t.co/lwTiAFCRmz... https://t.co/pCnJ7VzQZZ",T.O. Toronto canada
1.14541E+18,2019-06-30 19:21,"@cathmckenna Just admit the carbon tax grab has nothing to do with a concerted effort to fight climate change, and everything to do with generating revenue, and buying votes. #CarbonTax","New Brunswick, Canada"
1.14541E+18,2019-06-30 19:06,"#crisiscapitalism is having a field day, spending our $$$ making themselves richer while the grassroots demand higher taxes? #carbontax? Co2 near its record low, 243 ppm above its recently set record low that w dangerous for being too low. Really. Opps? 

#bcpoli #cdnpoli #onpoli https://t.co/AZExTWVfLK",Victoria BC
1.14541E+18,2019-06-30 19:01,By attacking the #carbontax all you are doing is showing how incredibly stupid you are. It's 1 of the most effective ways of addressing #climatechange. Please read &amp; educate yourself. Too much is at stake for you to behave so recklessly. #cdnpoli https://t.co/3rKTV6EbxS https://t.co/vkQGSzPUfs,Toronto Ontario Canada
1.14541E+18,2019-06-30 18:56,"Elected as voice for Alberta in Ottawa, but just a Trudeau mouthpiece

Despite AB business, F.Nations, 9/10 provs, @SohiAmarjeet writes in to defend Trudeau No-More-Pipelines Bill C-69 because ""trust""

Where have we heard that one before? #carbontax #sociallicense #ableg #cdnpoli https://t.co/W4i4o16yOY","Alberta, Canada"
1.1454E+18,2019-06-30 18:49,@jonodhra @cathmckenna Exactly  #climatealarmism to sell a #CarbonTax,Canada
1.1454E+18,2019-06-30 18:45,"#webinar #ClimateAction Planning
August 7, 2019 1:15 to 2:45 PM EDT - Creating #resilient low #carbonemissions #communities -TOPICS #ClimateDebate #ClimateCrisis #COP25
#CarbonTax #carbonfarming #CleanAirDay #actonclimatechange #actonclimate https://t.co/mGcZ0D43iT https://t.co/r2iF0CyN6X","Washington, D.C."
1.1454E+18,2019-06-30 18:33,@cathmckenna So trying to get the cost of living down for millions of #cdnpoli  from a tax which does absolutely squat is 'wasting public $.' We will take action in the next federal election. Not even your appointed judges etc. won't stop us! #Trudeaumustgo  #FakeClimateEmergency #carbontax,"Brandon, MB"
1.1454E+18,2019-06-30 18:22,"#DeepState: Keep them in fear, keep them ignorant and keep them in debt.  then, you can simply throw money at them and they'll quieten down.  Money they rip off, BTW from scam #CarbonTax etc. https://t.co/jKzJdVAo7i","North West, England"
1.1454E+18,2019-06-30 18:17,"We conduct research on key aspects of #CarbonTax policy to provide policymakers insight, including the impact of a revenue-neutral carbon tax on economic growth, income, and innovation. You can find our research products here: https://t.co/qs07eFNfhE","Washington, DC"
1.14539E+18,2019-06-30 18:12,"Dear Dougie, I hope you'll take advantage of this 5 month break you gave yourself to go take down all those erroneous stickers you plastered on all the gas pumps; since you lost the court challenge. How much $$$ did that waste??? #ONPoli #carbontax #liberalparty #ndp #pc",Canada
1.14539E+18,2019-06-30 17:51,"@HarrisonGFell @noahqk If we have to settle for an ETS, instead of a straight #CarbonTax, I hope we've learned what @DallasBurtraw @RFF, assiduously, patiently shows us: 

To go beyond what subsidies, mandates &amp;  regulations do, ETS's MUST include a rising price floor. 

See https://t.co/JG9w4oEewc https://t.co/UPlPTwkypD","Washington, DC"
1.14539E+18,2019-06-30 17:50,"We have people like @GeraldKutney calling all of us who don't believe in #carbontax as a solution or who question the #efficacy of any Party's climate plan based on the Kyoto Protocol or the non binding Paris Agreement as #climatedeniers. We're not,we simply https://t.co/ms0QoNTTNV","Niagara, Ontario"
1.14539E+18,2019-06-30 17:43,#Onwurd #AMJoy @IlhanMN #RacEq #CloseRWGap #EVEnItUp #CarbonTax #DiversityorDie: tax to make co. larger than 10 empl. #hirediversity? #BRZ #EleNao #MaduroOut #DRCMineSafety? #EskomMediaStatement? #CTV #TVC #DemDebate #CNN #MSNBC #WVON #WEAA #WESA #VOA #RFI #DW #AJE #AMN #NTA #SDG https://t.co/d07MNSvaJ2,
1.14538E+18,2019-06-30 17:25,"Not bad but as always it's what's missing that matters. If we don't cut global emissions in half in the next 11 years, all the adaptation and resilience in the world isn't going to save us.

#carbontax&amp;dividend
#endfracking&amp;tarsands
#helpchina*
#haltCFCs
#flighttax https://t.co/NhkMpVW4Bk",Followed by Greta & McDonnell
1.14538E+18,2019-06-30 17:06,"@DrJacobsRad #cdnpoli #Trudeau #carbontax 

Election - 113 days until Monday, October 21, 2019 (Ottawa time) https://t.co/YNIzvtxUrG",North of Disorder
1.14538E+18,2019-06-30 16:54,"Didn't see this coming...

#carbontax https://t.co/fcHVeUMBNR",Kitchener 
1.14537E+18,2019-06-30 16:43,@amyklobuchar cogent remarks on  #DPRK on StateoftheUnion |Looming threats to #HumanSurvival https://t.co/1RscfCZmY7 need everyone to buffer #climateCRISIS @ERACoalition @SenGillibrand @KamalaHarris @ewarren gathering around #ReproductiveRights  #Verify #10km3x2 #nukes #carbonTAX https://t.co/EhRwralFIz,"The Big River, Missouri"
1.14537E+18,2019-06-30 16:35,"COURT RULING:  CARBON TAX

https://t.co/YyZUtS5HP2

 Ontario's top court has ruled the federal government's carbon pricing system is constitutionally sound and has the critical purpose of fighting climate change.
#courtruling #carbontax","Thunder Bay, Ontario: Toronto, Ontario"
1.14537E+18,2019-06-30 16:16,"#SundayMorning Reading - #Priceonpollution: ""A price on carbon offers the most cost-effective lever to reduce carbon emissions at the scale and speed that is necessary,"" European economists follow US counterparts and call for #carbontax https://t.co/ABbqUAUXVC via @financialtimes","Mountain View, CA"
1.14536E+18,2019-06-30 16:11,"#carbontax l will vote for anyone who kills this tax grab. Look at our fuel tax, that was suppose to be used for roads.","Halifax, Nova Scotia"
1.14536E+18,2019-06-30 16:11,"#SundayMorning Reading - #PriceonPollution: ""Emissions have dropped between five and 15 per cent since it was implemented."" In British Columbia, a #carbontax has been a ten-year experiment on lowering emissions. https://t.co/2cvhnDhNrZ","Mountain View, CA"
1.14536E+18,2019-06-30 16:10,#10km3x2 #MapMeasureMonitor darkMetadata #BigData https://t.co/OgWviAmVD8 continue #MeToo | #K12 #HumanRights #ReproductiveRights @ERACoalition #ERA #m3GPS #spatialThink #nukes Fareedsays itcould work @iaeaorg verify #radioactivity #denuclearization #ballisticMISSILES #CarbonTax https://t.co/JpaWL29gGk,"The Big River, Missouri"
1.14536E+18,2019-06-30 16:04,"@SohiAmarjeet @SohiAmarjeet #albertatraitor if I believed you (and I don't) your inherent liberal blindness misses the cost of 10 or 20 federal employees having to administer the nightmare is, by itself good reason to end the #carbontax. How many Fed employees does it take for revenue neutral?","Kelowna, BC, Calgary AB"
1.14535E+18,2019-06-30 15:25,"Another city, Jakarta, is sinking - FAST

#environment #environmentday #GlobalWarming #ClimateChangeIsReal #climatechange #development #carbontax #carbon #gasolina #pollution #TRASH #WasteManagement 

https://t.co/Smeu2Ac69A","Toronto, Ontario"
1.14535E+18,2019-06-30 15:06,"@rmack2x @GillesnFio @DieterFrikadell @johndodwyer @NoelTurner194 @wlbeeton @uvachemistry @JohnPisulaMBA @AtomsksSanakan @FriendsOScience @jeff_luciana @Captain_JimKirk @PhillipHoey @tor_lan @Carbongate @sanjay_world @4TimesAYear @Barbarajdurkin @Over400ppm @RealDavidJensen @EthonRaptor @jamesb_bkk @aSinister @craigthomler @BobRey77 @wearestillfree @JamesDelingpole @FrackerDave @usanorthcoast @politicalME2016 @yota_berlin @JonLeSage4 @Tokyo_Tom @Quantummist @VickieLouise7 @EngineerEarth @CutRealty @yeezyeezy234 @drwaheeduddin @CycleJunkie88 @LatinMass9876 @ned2au @brandonrgates @KrisfromCalgary @VoluntaryOnly @Gladfly1 @nels_christian @bobathon @Lyonseed @scotpolitik Australia abandoned #carbontax since years right ?
And they withdraw silently from paris climate last year .
You confirm ?",Mizan
1.14535E+18,2019-06-30 15:01,"So, @AndrewScheer is stating that @fordnation, @jkenney and @PremierScottMoe are wasting tens of millions of taxpayer dollars, waging frivolous and unwinnable lawsuits against a #Carbontax, that he pledges to cancel anyway. https://t.co/s4adNjcAlQ",Canada
1.14535E+18,2019-06-30 14:59,"Scheer's Climate Plan Would Force Big Polluters to Reinvest in Green Tech, Not Punish Working Canadians w/ Carbon Tax - https://t.co/iKThSbnvlJ  

#CarbonTax #CarbonTaxScam #ClimateEmergency #ClimateChange #7UMMIT #Cdnpoli #OttNews #Environment #OttNews #Ottawa","Toronto, Ontario"
1.14534E+18,2019-06-30 14:51,"@DieterFrikadell @johndodwyer @NoelTurner194 @wlbeeton @rmack2x @uvachemistry @JohnPisulaMBA @AtomsksSanakan @FriendsOScience @jeff_luciana @Captain_JimKirk @PhillipHoey @tor_lan @Carbongate @sanjay_world @4TimesAYear @Barbarajdurkin @Over400ppm @RealDavidJensen @EthonRaptor @jamesb_bkk @aSinister @craigthomler @BobRey77 @wearestillfree @JamesDelingpole @FrackerDave @usanorthcoast @politicalME2016 @yota_berlin @JonLeSage4 @Tokyo_Tom @Quantummist @VickieLouise7 @EngineerEarth @CutRealty @yeezyeezy234 @drwaheeduddin @CycleJunkie88 @LatinMass9876 @ned2au @brandonrgates @KrisfromCalgary @GillesnFio @VoluntaryOnly @Gladfly1 @nels_christian @bobathon @Lyonseed @scotpolitik No. Free ressources !
Where is going this #carbontax and why ?
What is the contribution of these deep pockets to humanity ?

Oil is a global ressource.
We need (plants who nourish us) 2 to 3 times more CO2 to sustain life on this planet !
And end poverty !",Mizan
1.14534E+18,2019-06-30 14:40,"Learn about various misperceptions people have on enacting a tax on carbon, and examine the actual effects and benefits a #carbontax would have on tax revenue, jobs, the economy and more. @GibMetcalf  https://t.co/Za5rxSnioN",Oxford and New York
