Id,Timestamp,Tweet,Location ,Polarity
1.15E+18,2019-07-08 18:29,"Quebec helping Saskatchewan out on the carbon tax repeal at the Supreme Court.
 Let that sink in for a minute, Quebec helping Western Canada out? So the question that should be asked, if the Liberals loose the election. Will all this be necessary? ...","Alberta, Canada",0
1.15E+18,2019-07-08 18:30,"There are now seven provinces who have registered as interveners in the Saskatchewan challenge to the Supreme Court of Canada. 
https://t.co/9iY4CamfR5","Regina, SK Canada",0
1.15E+18,2019-07-08 18:30,"There are now seven provinces who have registered as interveners in the Saskatchewan challenge to the Supreme Court of Canada. 
https://t.co/eYsh2OHgkz","Saskatoon, SK",0
1.15E+18,2019-07-08 18:30,@CTVNews Trudeau's Carbon Tax increased Sask. resident's cost per cubic meter by 30% for natural gas.,,-1
1.15E+18,2019-07-08 18:31,"@Lots_Of_Fun_69 @OtagoGrad Look at this @robnicholsontor two ""non Conservative"" provinces are challenging carbon tax!! And the two biggest provinces in the country are against it. Wow.",Toronto,-1
1.15E+18,2019-07-08 18:31,BREAKING: Quebec joins the fight against the Trudeau Carbon Tax https://t.co/Z1kmknmLCq,,-1
1.15E+18,2019-07-08 18:32,"@jonathanb65 @EvanLSolomon The provincial government tried to argue that the Federal government could not mandate a carbon tax because it did not have the jurisdiction to do so, the Ontario Court of Appeal disagreed.","Trent Hills, Ontario",0
1.15E+18,2019-07-08 18:33,"@AndrewScheer The problem is not carbon tax. The problem is you are trying so hard to copy Harper's 2013 policy

https://t.co/S2oeJE6dHu","Toronto, Ontario",-1
1.15E+18,2019-07-08 18:34,"@CJMENews ...and with 'scrap the carbon tax', he has my vote.",Parts Unknown,-1
1.15E+18,2019-07-08 18:34,"Well looky here...In a shocking turn around, Quebec will intervene on behalf of Saskatchewan to challenge the federal carbon tax in the supreme court alongside Premier Moe.

BREAKING: Quebec joins Saskatchewan in carbon tax challenge https://t.co/n6lT6wGTwE",,-1
1.15E+18,2019-07-08 18:35,"The alliance continues to build #nocarbontax
https://t.co/Rc36TDuvkA","British Columbia, Canada",0
1.15E+18,2019-07-08 18:35,Quebec Sides With Saskatchewan In Carbon Tax Court Fight https://t.co/59JysJZJjw,ottawa canada,0
1.15E+18,2019-07-08 18:35,"@darbyTL @AndrewScheer Source: Global News
Canada's average carbon tax rebates are lower than the feds projected: data 
https://t.co/4ZEpNIj6ez

Rebate is not supposed to be based on income, rather location. I live in Toronto. 
Ont: Gov communicated avg rebate of $300, actual avg rebate is $203.","Virtually, Everywhere",0
1.15E+18,2019-07-08 18:36,"@cathmckenna How about Quebec? What do you have to say about them? 
https://t.co/Rc36TDuvkA","British Columbia, Canada",-1
1.15E+18,2019-07-08 18:36,"Prince Edward Island and Quebec have petitioned to become interveners in Saskatchewan's legal challenge of the federal carbon tax.
https://t.co/HVgD0ZJTxC","Medicine Hat, Alberta",0
1.15E+18,2019-07-08 18:36,BREAKING: Quebec joins Saskatchewan in carbon tax challenge https://t.co/UIauliupT1 by @cosminDZS #cdnpoli,"Toronto, Ontario",0
1.15E+18,2019-07-08 18:37,"P.E.I., Quebec intervene in Saskatchewan's legal challenge of carbon tax https://t.co/jZZTfjP20w",Montreal,0
1.15E+18,2019-07-08 18:38,[?]@AndrewScheer[?] is right. Carbon tax imposed on regular citizens will not counteract climate change. Pollution must be stopped at its source and we must hold polluters accountable  #canpoli [?] https://t.co/OGPy0Rm8ae,"Montreal, Canada",0
1.15E+18,2019-07-08 18:39,"PEI, Quebec petition to become interveners in Saskatchewan's carbon tax legal challenge /via @globeandmail https://t.co/nNx3v0SdxK","St. Catharines, Ontario.",0
1.15E+18,2019-07-08 18:39,ICYMI @ITIFdc New explainer on carbon tax &amp; technology tax incentives. https://t.co/94SWqgWJGv,,0
1.15E+18,2019-07-08 18:41,@ipoliticsca No. He's vowing to eliminate a new tax on famalies that the liberals tried to hide in legislation. This tax would be on top of the ever increasing carbon tax. He's fighting for Canada and our standard of living.,Carbon capture coal country,-1
1.15E+18,2019-07-08 18:41,BREAKING: Quebec joins Saskatchewan in carbon tax challenge - The Post Millennial https://t.co/i8Lipcn8kz,Multi-Verse,0
1.15E+18,2019-07-08 18:41,"@AndrewScheer You know what? 

The carbon tax is only going to go up! Stupid Justin doing his Justin thing. If I were you, someone mindfull of your budget, I'd stop spending money on fossil fuels altogether. That way, you'll simply avoid the damn tax.

There! Problem solved :)

You're welcome.","Ottawa, Ontario",-1
1.15E+18,2019-07-08 18:41,@56peggy @cathmckenna Nope.  You get Carbon Tax instead,,-1
1.15E+18,2019-07-08 18:42,@AndrewScheer I have to laugh at you Andrew you're very funny I like your commercial that you are using on your carbon tax with the older people there the commercial is from Stephen Harper that he use against Justin Trudeau just reuse the ad or recycle it how ridiculous you just change it up,,-1
1.15E+18,2019-07-08 18:43,BREAKING: Quebec joins Saskatchewan in carbon tax challenge - The Post Millennial https://t.co/It9cVtIaOU,Sault ste Marie,0
1.15E+18,2019-07-08 18:45,Oh then let's slap a carbon tax on us. That will end the rain. https://t.co/oVVganC79U,Oklahoma ,-1
1.15E+18,2019-07-08 18:46,@tpdubya65 @ABDanielleSmith @AndrewScheer Gimme my carbon tax rebate back. I was depending on that to pay bills.,Edmonton,-1
1.15E+18,2019-07-08 18:47,"@bzank17 @CTaylor1911 (2) Most tax increases would go to the top 20% of earners. A tax would likely be put on Wall Street speculation and Carbon Emissions and then BANG, you have the money to cover it.","Kansas, USA",1
1.15E+18,2019-07-08 18:48,This is huge. Provinces that represent over 80% of Canadians oppose the Trudeau carbon tax https://t.co/Srz97nH7nw,"Lethbridge, Alberta",-1
1.15E+18,2019-07-08 18:49,@AngelaBelcamino @AOC Wow! Democrats can control the weather by implementing a carbon tax.,Newport Kentucky ,0
1.15E+18,2019-07-08 18:49,"@DanWoy @AaronWherry OMG. The 'carbon tax' is small and most people get a rebate. And Albertans, Kenney specifically, is just regurgitating BS. https://t.co/SQaf30L9Au",Toronto Raptors Canada,-1
1.15E+18,2019-07-08 18:51,"@bruceanderson Wind &amp; solar are a waste in our climate (less than 7% output all winter), Carbon pricing of consumers is just a tax, they do support LNG. Subsidies for $50K vehicles only helps the rich.  Liberal policies are failures which is why 6 provinces &amp; 2 territories are in court.","Alberta, Canada",-1
1.15E+18,2019-07-08 18:53,@CanadaLove2019 quebec only did this because trudeau is talking about removing the carbon tax until after the election. quebec has been and always will be a welfare nation,,-1
1.15E+18,2019-07-08 18:54,"""Why planting one trillion trees won't solve climate change - CTV News"" But, practically speaking the Liberal Government believes a Carbon Tax will solve it !! #Liberalismisamentaldisorder https://t.co/wYEz5Ib98e","Calgary, Alberta",-1
1.15E+18,2019-07-08 18:55,"@AndrewScheer Good eye Mr. Scheer, it's another tax on top of the carbon tax, and policy taken straight from the democrat states south of us, heavily taxed democrat states.",,1
1.15E+18,2019-07-08 18:56,Quebec Sides With Saskatchewan In Carbon Tax Court Fight https://t.co/7bPzOtYJu9,,0
1.15E+18,2019-07-08 18:57,"Sean Krieg is one of our Summer '19 Research Grant recipients majoring in Economics and studying about ""Louisiana's Purchasing: The Impact of a Carbon Tax and Dividend Policy on Louisiana's Consumption Spending"". To learn more, visit https://t.co/W6eF49ScqL! https://t.co/XfKQyFYC3p",332 Hatcher Hall,0
1.15E+18,2019-07-08 18:57,"@CanadaLove2019 Damn straight! 

Now let's see how they try to spin their way out this!

Anti carbon tax movement unites Canada!","Petetborough, ON., Canada",-1
1.15E+18,2019-07-08 18:57," New policy proposal 

* Net-zero emissions by 2085

* 1% carbon tax

* invest in CLEAN coal. 

Me must act slowly and
non-aggressively to solve the climate crisis! #centrist #Delaney2020",United States,0
1.15E+18,2019-07-08 18:58,@AndrewScheer The price of gas has dropped below the price before the carbon tax was added,"Moose Jaw, Saskatchewan",0
1.15E+18,2019-07-08 19:00,"@AOC I'm trying to figure out who this ""carbon tax"" we keep hearing about would go to...the universe?  The earth is not static...it's dynamic.   Therefore it is in an ongoing process of change.    The dinosaurs did not have pollution...yet the earth somehow rid itself of them.",Texas!!!  ,-1
1.15E+18,2019-07-08 19:01,@jm_mcgrath That's an interesting way to describe an intervention in defence of carbon priding (QC govt will defend Quebec's cap-and-trade system): https://t.co/sRzdZMlFJr,Toronto,0
1.15E+18,2019-07-08 19:01,"@kehler_karen @kilojamin Groping a reporter, firing top women who spoke against him, SNC Lavalin, Mark Norman, illegal immigration, Khadr payout, integrating ISIS fighters, carbon tax, bad trade deals and more and those are lies??? Take the lieberals rose cores glasses off and see who Trudeau really is.",,-1
1.15E+18,2019-07-08 19:02,@MrRasimMusic Of what? The provinces opposing Justin Trudeau's carbon tax represent about 83% of Canadians. That's fact.,"Lethbridge, Alberta",-1
1.15E+18,2019-07-08 19:02,Or a carbon tax. https://t.co/kJD2pgHUd1,Massachusetts,0
1.15E+18,2019-07-08 19:03,BREAKING: Quebec joins Saskatchewan in carbon tax challenge - The Post Millennial https://t.co/gI5tCNZ6yR,"Wellesley, Ontario",0
1.15E+18,2019-07-08 19:03,@tlmnlpstz @dmasley @SergiBeltrol @Mo_Mo_86_ @realJimBlack @BernieSanders @AndrewYang I also want to say that VAT exempts consumer staples. But cost-push inflation could still happen in a similar way to a carbon tax w/ a VAT. I want to say. The UKs VAT doesnt work like that though.,,-1
1.15E+18,2019-07-08 19:04,"@NapariMari and even if you can establish world-wide policies, what should those policies enforce? So many open questions with no clear answers, and unilateral actions are not an option, like you can't enforce a carbon tax on europe only, because then foreign companies will out-compete them","Zurich, Switzerland",0
1.15E+18,2019-07-08 19:04,"Many health professionals are giving us a prescription that we need to fill for our personal and national health.  But there are federal &amp; provincial leaders that would prefer to avoid the medicine prescribed #carbonpricing #climatecrisis #Canada 
https://t.co/9Nm9kKorNG",,0
1.15E+18,2019-07-08 19:06,@DanSloan The other method is a nice hefty carbon tax,"Auckland, New Zealand",0
1.15E+18,2019-07-08 19:06,"Alberta premier Jason Kenney is emphatic that Alberta is now open for business as he discusses corporate tax 12% -&gt; 8% , whacking carbon tax, better immigration, innovation stimulus, etc. https://t.co/Hpx2zI0HeA",Calgary,0
1.15E+18,2019-07-08 19:06,"""The 'insurance' argument for a carbon tax -- it would ameliorate a future climate crisis -- is a nonstarter, as the 'insurance' created with any carbon tax even remotely plausible would be effectively nonexistent."" https://t.co/yagynZFv61",Ecotopia,-1
1.15E+18,2019-07-08 19:07,"@cathmckenna Your carbon tax, sorry price on pollution has worked great.  My furnace keeps coming on in July instead of my A/C.  Keep up the brainwashing remember just keep saying it louder and repeat.","AB, BC, MB, ON, Canada",-1
1.15E+18,2019-07-08 19:07,"@CllrKRedmond If Deutsche bank finally implodes &amp; Germans looking to their Eurozone ""partners"" for ""solidarity"" coincides with first round of Carbon Tax statements hitting the Income Tax payers letterboxes, maybe they might realise the more they tax you the more they look for things to tax",Wee tales from the Anthrax Islan-d,-1
1.15E+18,2019-07-08 19:08,"""Once [Trumpies] have endorsed a carbon tax, they will have no principled answer to the endless pressures for more government intervention."" https://t.co/yagynZFv61",Ecotopia,-1
1.15E+18,2019-07-08 19:08,@profamirattaran It's a big unfortunate if educated liberals agree to carbon tax but close eyes to plastic pollutions and ignore when liberals waste tax payers money. Maybe educated liberals are proud of their prime minister when is ignored and bypassed in many international events.,,-1
1.15E+18,2019-07-08 19:11,So we have to pay GST on top of the carbon tax on top of the fuel tax? Fuck right off.,,-1
1.15E+18,2019-07-08 19:12,Breaking News: Quebec joins Saskatchewan in Carbon Tax Challenge https://t.co/eLbkwxr3vN via @YouTube,"Ontario, Canada",0
1.15E+18,2019-07-08 19:14,@kilojamin The idea of such compound taxation really should be illegal. As for the Carbon Tax scam itself - What she said.. ^^,"Ontario, Canada",-1
1.15E+18,2019-07-08 19:14,Macron's carbon border tax - why hasn't he done anything? https://t.co/CfvgFHzdzk,,0
1.15E+18,2019-07-08 19:16,"@matthewdesteur @AndrewScheer Your math skills are incredible, to say nothing of the fact that this tax is on top of the already imposed carbon scam tax!","New York, USA",-1
1.15E+18,2019-07-08 19:16,"@cosminDZS Hey @JustinTrudeau the opposition to your federal carbon tax is getting pretty crowded here...do you still think you speak for ""all Canadians""?  #cdnpoli",,0
1.15E+18,2019-07-08 19:17,"Unbelievable. Kenney takes off the direct carbon tax on Alberta heating and fuel, and Ottawa puts it back on. Plus we pay Kenney's industrial emitter tax. Alberta Independence means no carbon tax of any form. #albertaindependence https://t.co/14vOcXg0TL","Calgary, Alberta",0
1.15E+18,2019-07-08 19:17,"@face_glue @SenSanders I experienced 3 forms of socialism : the Soviet type behind the Iron Curtain(Sanders'favorite honeymoon destination) , France(where they are now rioting in the streets overjoyed by the carbon tax)&amp;Canada,where ambition is regulated through taxation.USA capitalism is the BEST way.",United States,-1
1.15E+18,2019-07-08 19:19,@cathmckenna You and Trudeau are the biggest carbon emitting people in canada. Lead by example not hypocrisy.  Oh and a carbon tax grab does nothing for the environment btw.,Canada,-1
1.15E+18,2019-07-08 19:20,"Seven provinces registered as interveners at #SCC https://t.co/FOlEUoUSKr : P.E.I., Quebec intervene in Saskatchewan's legal challenge of #carbontax at Supreme Court Canada. #constitution https://t.co/nR7o6ouGmK",Guelph Toronto Canada Scotland,0
1.15E+18,2019-07-08 19:20,"Typical.
@CBCNews talking to death about US Financier Jeffrey Epstein's sex crimes charges.

Quebec throws their hat in the ring as the 6th Province to fight the Federal Carbon Tax 105 days before the election?

Got 10 mins of airtime the past hour. 

#DefundTheCBC
#Oct2019 ","Winnipeg, Manitoba  ",-1
1.15E+18,2019-07-08 19:21,@TomFitton Socialist love money. Carbon scaring is a great way to tax the people through corporations who buy carbon offset credits and pass them onto their customers. It is a giant scam.,,-1
1.15E+18,2019-07-08 19:22,https://t.co/b8f6TMzNp7 shocking,"Calgary, Alberta",-1
1.15E+18,2019-07-08 19:22,"Drive in Alberta, B.C., or Ontario? Here's what the carbon tax could cost you | The Star https://t.co/rOQpynbAjw",niagara,0
1.15E+18,2019-07-08 19:22,"Great to see another province opposing the federal carbon tax at the Supreme Court.

#skpoli https://t.co/iVKUmxbMug",Regina,1
1.15E+18,2019-07-08 19:22,BREAKING: Quebec joins Saskatchewan in carbon tax challenge - The Post Millennial https://t.co/07okGK13vV,"Toronto, Ontario",0
1.15E+18,2019-07-08 19:23,"@cobet1707 @economeager @AdamPosen I'd posit the amount of carbon tax paid by rural areas will be virtually nothing compared to urban, industrial areas. It's not just an extra/increased gas tax.","Baltimore, MD",1
1.15E+18,2019-07-08 19:23,@jennjmarks @therapyworksBC @Kathleen_Wynne @fordnation @TorontoStar Want to save money and raise gov't revenue?  Bring back the Carbon Tax.  Stop spending money on propaganda and lawsuits.  Stop hiring fucking Dean French's buddies.,"Ontario, Canada",-1
1.15E+18,2019-07-08 19:24,Prince Edward Island and Quebec have petitioned to become interveners in Saskatchewan's legal challenge of the federal carbon tax. https://t.co/U14t5ODwPy,"Saskatoon, SK",0
1.15E+18,2019-07-08 19:25,"Quebec is joining the Supreme Court carbon tax challenge.

It seems similar to @BrianPallister's strategy to show Ottawa can't overrule provincial plans.

Good news.

#mbpoli https://t.co/sbFJonEgWx",Regina,0
1.15E+18,2019-07-08 19:25,@TheTwatterati_ Any tax should be in the total carbon emissions and not just at the tail pipe. Most EVs take more carbon to produce that normal vehicles.,"Waimakariri District, New Zealand",0
1.15E+18,2019-07-08 19:26,"This is pretty huge, two pro carbon pricing premiers are intervening on behalf of Saskatchewan's challenge of the federal carbon tax in the name of supporting provincial autonomy and the constitutional division of powers. #ableg #cdnpoli https://t.co/v7E7GHk1dw",,1
1.15E+18,2019-07-08 19:27,"@leftynut @blumenschau @TracyJo03700745 @RachelNotley @jkenney Don't be ridiculous, when she came out with her Carbon Tax, oops levy!","Culp, Alberta, Canada",1
1.15E+18,2019-07-08 19:27,"Quebec has just announced it will intervene in support of Saskatchewan's appeal of the carbon tax decision to the Supreme Court.   

This is very significant considering the money Trudeau just handed them. 
https://t.co/I0mEMO59Ka","Ottawa, Ontario",0
1.15E+18,2019-07-08 19:27,"@MaximeBernier When the sun light the trees process with CO2 &amp; making hyro carbon as food, ejecting O2, no sun eject CO2, these cycle,recycle Carbon on the environment, Carbon tax???????",,-1
1.15E+18,2019-07-08 19:28,"@CBCAlerts This guy is now making up secret taxes to get votes, ever since learning the carbon tax is revenue neutral and will likely result in a reimbursement to the middle class. Bravo",,-1
1.15E+18,2019-07-08 19:29,"Quebec just became the sixth province to argue @JustinTrudeau's carbon tax is unconstitutional. These six premiers represent over 75% of Canada's population.

SOURCE: https://t.co/b47z3cGjiA https://t.co/tHxZA3ZoZK",Canada,0
1.15E+18,2019-07-08 19:30,"Prince Edward Island and Quebec have petitioned to become interveners in Saskatchewan's legal challenge of the federal carbon tax.
https://t.co/PJ6K18J47B https://t.co/AR0wTWb25G","Regina, Canada",0
1.15E+18,2019-07-08 19:31,"@AaronWherry Governments don't have a good record of winning the Big Wars. You know what they are. And, now we have governments shooting at Mother Nature(tm) with carbon tax bullets.  
","Toenail, Saskatchewan, Canada",-1
1.15E+18,2019-07-08 19:34,BREAKING: Quebec joins Saskatchewan in carbon tax challenge https://t.co/J8uT5FNsro,"Stittsville, Ontario, Canada",0
1.15E+18,2019-07-08 19:35,@WeAreCanProud @JustinTrudeau That's because Quebec realizes that these Liberals are so unhinged they absolutely would see an election win as a mandate to jack up that carbon tax 500% higher than Quebec is hitting their citizens with. Quebec knows the chaos happening in France is direct result of that., Canada,-1
1.15E+18,2019-07-08 19:36,"@kilojamin On top of the clean fuel standard (which costs as much as the carbon tax and no portion is refundable).

https://t.co/WZz9pUi6WH","Calgary, Alberta",0
1.15E+18,2019-07-08 19:36,"@WeAreCanProud This tweet is wildly misleading.

The issue that has caused Quebec's intervention is provincial autonomy - not carbon pricing.

BTW... Her Majesty's Court of Appeal for Ontario has ruled that the carbon levy is not a tax - you offend Her Majesty by using that term.

#cdnpoli","Toronto, Canada",-1
1.15E+18,2019-07-08 19:38,"@Lots_Of_Fun_69 @jjgpden Good, lets see who are the Globalists aka operatives, and who are REAL Canadians !

Carbon tax = UN aka Vatican",lower mainland bc,1
1.15E+18,2019-07-08 19:38,@bmagel_ I just wanna know who supports the carbon tax is that too much to ask?,"St. Catharines, Ontario",1
1.15E+18,2019-07-08 19:38,It's high time to create a World Carbon Bank https://t.co/AQlHgOOS5J,Vancouver,1
1.15E+18,2019-07-08 19:39,@sonyasavage @JeremyPNixon What is your plan to reduce emissions if the carbon tax is eliminated?,"Calgary, Alberta",0
1.15E+18,2019-07-08 19:42,Wtf @jkenney i paid carbon tax for a month and didnt get my refund for it...taking food out of ppls mouths great guy you are.,"Edmonton, Alberta-Treaty 6 ",0
1.15E+18,2019-07-08 19:43,@jkenney you owe us refunds for the carbon tax loser,"Edmonton, Alberta-Treaty 6 ",-1
1.15E+18,2019-07-08 19:44,@trevortombe Sorry if it seemed unfair. Just trying to get us academics to push back against Scheer's distortionary framing - talking carbon tax price effect while ignoring tax rebate; talking CFS price effect on gas but not effect on low-carbon alternatives. Perhaps you agree with my concern,"Vancouver, BC",-1
1.15E+18,2019-07-08 19:44,'Scheer says he would get rid of the fuel standard as well as the carbon tax if he is elected prime minister' https://t.co/s1M6Bztteh #canlab # cdnpoli,,0
1.15E+18,2019-07-08 19:45,"P.E.I., Quebec intervene in Saskatchewan's legal challenge of carbon tax https://t.co/ATYNeqqSvL",Montreal,0
1.15E+18,2019-07-08 19:45,BREAKING: Quebec joins Saskatchewan in carbon tax challenge - The Post Millennial https://t.co/Km9FvTN0lX,,0
1.15E+18,2019-07-08 19:46,"@CBCAlerts The existing fuel tax in Alberta is 13 cents/litre. In Saskatchewan it's 15 cents. Are we to truly believe a 4 cent carbon tax is worth breaking up Canada? I'll say this, With his overt dishonesty, Scheer has proven himself unfit to govern. #cdnpoli",Canada,-1
1.15E+18,2019-07-08 19:46,"@Swiftie01 Anyway, the carbon tax is an intrusion upon the provinces taxation powers in the first place. The perverse goal of this tax is to force provinces to raise more income, paving the way for the liberal federals to disengage in health funding. It's a total hoax by Trudeau.","Montreal, Quebec",-1
1.15E+18,2019-07-08 19:46,"#Germany already pays some of the highest energy prices in the world, yet the German environment minister thinks the country should implement a #CarbonTax. Why not? Show the world how to really destroy an economy. https://t.co/48KuLUV6mI",,-1
1.15E+18,2019-07-08 19:47,"@seniemiec @sonyasavage @JeremyPNixon Carbon tax doesn't reduce emissions, it fills gov't coffers",Canada,0
1.15E+18,2019-07-08 19:47,"P.E.I., Quebec intervene in Saskatchewan's legal challenge of carbon tax https://t.co/Q7xrk0EYKF #citymj https://t.co/rUhCWt3Uht","Moose Jaw, Saskatchewan",0
1.15E+18,2019-07-08 19:47,"@fox5melanie @washingtondc @fox5weather @fox5dc @caitlinrothfox5 ohmuhgerd climate change!

Quick! Charge carbon tax, kill some cows and make sure everyone understands how much we hate Trump and his supporters!

THAT'LL FIX IT",,-1
1.15E+18,2019-07-08 19:48,@wearenorth99 Gee isnt t rd Trudeau taxing everyday Canadians with a carbon tax. Giving his friends at SNC billion dollar contracts and giving away billions in tax payers money to foreign countries. Seems Trudeau is no better.,"British Columbia, Canada",-1
1.15E+18,2019-07-08 19:48,Wow. Quebec asking that the Federal Govt. should have less power. Who could have foreseen that? RT @nspector4: Wow. Quebec backing Saskatchewan challenging federal carbon tax #ableg #cdnpoli #bcpoli https://t.co/FmIzX8qoUb,Edmonton AB,-1
1.15E+18,2019-07-08 19:49,"Newsflash. Only 28% of Canadians support the carbon tax, and of those who are against (45%), 84% said ""it's going to play a role in informing their vote. In contrast, only 53% of those who support the tax feel similarly passionate.""

Face it. It's a dud.

https://t.co/QLMbYrAT1X https://t.co/17C81halDP","Calgary, Canada",-1
1.15E+18,2019-07-08 19:49,"@Nahanni_River @reicurran True. But it's a step. 
With this announcement, we see the QC gov't did a complete flip on the Federal Carbon Tax.
Who knows what can be done.
I think there is much more to this than is being said.
Why now?
106 days before the election. ","Winnipeg, Manitoba  ",1
1.15E+18,2019-07-08 19:50,@SenSanders We all know climate change is a natural cycle that happens. Yes I admit humans are making it faster but is the way the democrats are trying to get money for nothing you know a carbon tax  Look at California ran by democrats almost unlivable because of democrats taxas,Dallas Texas,1
1.15E+18,2019-07-08 19:50,@tonih_78 @davidakin These numbers mean a lot when you are a govt that has implemented a carbon tax and is all about the environment. They are very meaningful!!,"Kaslo, British Columbia",1
1.15E+18,2019-07-08 19:50,@AaronWherry @RosieBarton It would be good to know what a carbon ya. Does for the globe??  It does point us to import raw finished goods off the backs of China coal.   It's just a tax and that's all it will ever be.,"Saskatchewan, Canada",-1
1.15E+18,2019-07-08 19:50,BREAKING: Quebec joins Saskatchewan in carbon tax challenge - The Post Millennial https://t.co/w90Ef7qC8L,"Toronto, Ontario",0
1.15E+18,2019-07-08 19:52,"@SenSanders It is a hoax, perpetrated by wealthy leftists who want a carbon exchange and tax market. It's a sham and the ppl can see right through it. #greendealsareascam","Colorado Springs, CO",-1
1.15E+18,2019-07-08 19:53,@davidakin Numbers are very meaningful for a govt that has implemented a carbon tax and is very pro environment.  It is ludicrous to even suggest comparing them to other govts!,"Kaslo, British Columbia",-1
1.15E+18,2019-07-08 19:53,@sonyasavage This Carbon Tax thing is not so bad. Look how it is bringing the country together. Unity is strength. I love my country. Quebec included.,"Sylvan Lake, Alberta",1
1.15E+18,2019-07-08 19:55,"@WBrettWilson Agreed. We should all take responsibility for how our actions affect the climate. The best way isn't to single out individual projects or actions for criticism but to apply a fair and equal cost of carbon across the board. 

Like with a carbon tax.","Calgary, AB, Canada",1
1.15E+18,2019-07-08 19:55,"@PavoKujaku @JStein_WaPo @RashidaTlaib The system is already in place, you can't just cause an immediate halt to these things..

The primary issue with this GreenNewDeal is that it doesn't stop anything, just introduces a carbon tax..

That means higher prices on fuel and oil, that commute is going to be hateful..","Florida, USA",-1
1.15E+18,2019-07-08 19:56,"@PavoKujaku @JStein_WaPo @RashidaTlaib When you charge these lobbyists and fuel company owners a carbon tax, they will just raise costs and rates, causing the inevitable outcome of the common people paying this tax..

These people didn't get to where they are by playing fair, we would pay the cost..","Florida, USA",-1
1.15E+18,2019-07-08 19:56,P.E.I. intervening in Saskatchewan's carbon tax court challenge | CBC News https://t.co/024tUMT36i,,0
1.15E+18,2019-07-08 19:57,@IngSocIsHere @matthewdesteur @AndrewScheer If you included the carbon tax and disregard the rebate they'd still have to drive over 10000kms a month or 125000km year ,Canada,0
1.15E+18,2019-07-08 19:57,"This is BIG! Quebec is fighting against Ottawa's carbon tax and for ""the importance of protecting the autonomy of the provinces and to decide for themselves their own field of competence."" 

Six provincial governments are now fighting the federal carbon tax #abpoli #cdnpoli https://t.co/PxqvCh43tZ",,1
1.15E+18,2019-07-08 19:58,"Quebec, P.E.I. intervene in Sask. legal challenge of carbon tax https://t.co/vbih3U0HFJ",Saskatoon,0
1.15E+18,2019-07-08 19:59,"He'll be bringing back coal next - astonishing lack of awareness. Straight carbon tax is not right - unless it's clearly linked to making things better. Technology can perhaps help reverse some of the damage we've done but FFS, come up with a plan! https://t.co/dzuRooxNlx",Canada: The Great White North,-1
1.15E+18,2019-07-08 19:59,Ontario court rules federal government's carbon-pricing law is constitutional https://t.co/clYAGyEIpF,,0
1.15E+18,2019-07-08 20:00,"@CanadaLove2019 @elisa_hurb @CBCNews Actually Quebec is not really fighting Federal Carbon Tax,. Quebec already has it's own cap &amp; trade style of carbon tax.. Quebec is supporting Sask in it's fight with Trudeau Gov as he believe each province should determine for itself how to have a carbon tax.","Home,,Eastern Townships. Quebec.  Now in Vancouver for few months..",-1
